Center,Throttle,Steering,Brake,Gear
100011109.0,0.5,0.0,0.0,1.0
100011111.0,0.5,0.0,0.0,1.0
100011112.0,0.5,0.0,0.0,1.0
100011113.0,0.5,0.0,0.0,1.0
100011114.0,0.5,0.0,0.0,1.0
100011115.0,0.5,0.0,0.0,1.0
100011116.0,0.5,0.0,0.0,1.0
100011118.0,0.5,0.0,0.0,1.0
100011118.0,0.5,0.0,0.0,1.0
100011119.0,0.5,0.0,0.0,1.0
100011121.0,0.5,0.0,0.0,1.0
100011122.0,0.5,0.0,0.0,1.0
100011124.0,0.5,0.0,0.0,1.0
100011125.0,0.5,0.0,0.0,1.0
100011126.0,0.5,0.0,0.0,1.0
100011127.0,0.5,0.0,0.0,1.0
100011128.0,0.5,0.0,0.0,1.0
100011129.0,0.5,0.0,0.0,1.0
100011130.0,0.5,0.0,0.0,1.0
100011131.0,0.5,0.0,0.0,1.0
100011132.0,0.5,0.0,0.0,1.0
100011133.0,1.0,0.0,0.0,1.0
100011135.0,1.0,0.0,0.0,1.0
100011136.0,0.5,0.0,0.0,1.0
100011137.0,0.5,0.0,0.0,1.0
100011138.0,0.5,0.0,0.0,1.0
100011139.0,0.5,0.0,0.0,1.0
100011141.0,0.5,0.0,0.0,1.0
100011142.0,0.5,0.0,0.0,1.0
100011143.0,0.5,0.0,0.0,1.0
100011144.0,0.5,0.0,0.0,1.0
100011145.0,0.5,0.0,0.0,1.0
100011146.0,0.5,0.0,0.0,1.0
100011147.0,0.5,0.0,0.0,1.0
100011148.0,0.5,0.0,0.0,1.0
100011149.0,0.5,0.0,0.0,1.0
100011150.0,0.5,0.0,0.0,1.0
100011151.0,0.5,0.0,0.0,1.0
100011153.0,0.5,0.0,0.0,1.0
100011154.0,0.5,0.0,0.0,1.0
100011155.0,1.0,0.0,0.0,1.0
100011156.0,1.0,0.0,0.0,1.0
100011157.0,1.0,0.0,0.0,1.0
100011158.0,0.5,0.0,0.0,1.0
100011160.0,0.5,0.0,0.0,1.0
100011161.0,0.5,0.0,0.0,1.0
100011163.0,0.5,0.0,0.0,1.0
100011164.0,0.5,0.0,0.0,1.0
100011165.0,0.5,0.0,0.0,1.0
100011166.0,0.5,0.0,0.0,1.0
100011168.0,0.5,0.0,0.0,1.0
100011169.0,0.5,0.0,0.0,1.0
100011170.0,0.5,0.0,0.0,1.0
100011171.0,0.5,0.0,0.0,1.0
100011175.0,0.5,0.0,0.0,1.0
100011176.0,0.5,0.0,0.0,1.0
100011177.0,0.0,0.0,0.0,1.0
100011178.0,0.0,0.0,0.0,1.0
100011179.0,0.0,0.0,0.0,1.0
100011182.0,0.0,0.0,0.0,-1.0
100011183.0,0.0,0.0,0.0,-1.0
100011186.0,0.0,0.0,0.0,-1.0
100011187.0,0.0,0.0,0.0,-1.0
100011190.0,0.0,0.0,0.0,-1.0
100011191.0,0.0,0.0,0.0,-1.0
100011192.0,0.0,0.0,0.0,-1.0
100011193.0,0.0,0.0,0.0,-1.0
100011194.0,0.0,0.0,0.0,-1.0
100011195.0,0.0,0.0,0.0,-1.0
100011197.0,0.0,0.0,0.0,-1.0
100011198.0,0.0,0.0,0.0,-1.0
100013684.0,0.5,9.6e-05,0.0,1.0
100013685.0,0.5,8.8e-05,0.0,1.0
100013686.0,0.5,8.8e-05,0.0,1.0
100013687.0,0.5,8.8e-05,0.0,1.0
100013688.0,1.0,-6.8e-05,0.0,1.0
100013690.0,1.0,-6.8e-05,0.0,1.0
100013690.0,1.0,-6.8e-05,0.0,1.0
100013691.0,0.5,2.4e-05,0.0,1.0
100013692.0,0.5,3.3e-05,0.0,1.0
100013693.0,0.5,1.4e-05,0.0,1.0
100013694.0,0.5,4e-06,0.0,1.0
100013697.0,0.5,7e-06,0.0,1.0
100013698.0,0.5,1e-05,0.0,1.0
100013699.0,0.5,1.6e-05,0.0,1.0
100013700.0,0.5,2.8e-05,0.0,1.0
100013702.0,0.5,2.8e-05,0.0,1.0
100013703.0,0.5,-5.1e-05,0.0,1.0
100013704.0,0.5,-5.1e-05,0.0,1.0
100013705.0,0.5,-5.6e-05,0.0,1.0
100013706.0,0.5,-1.4e-05,0.0,1.0
100013707.0,0.5,-1.4e-05,0.0,1.0
100013708.0,0.5,-2.9e-05,0.0,1.0
100013709.0,0.5,0.000187,0.0,1.0
100013710.0,0.5,0.000173,0.0,1.0
100013711.0,0.5,0.000139,0.0,1.0
100013712.0,1.0,0.000115,0.0,1.0
100013713.0,1.0,-9.7e-05,0.0,1.0
100013714.0,1.0,-3.3e-05,0.0,1.0
100013715.0,0.5,1.8e-05,0.0,1.0
100013716.0,0.5,2.2e-05,0.0,1.0
100013717.0,0.5,1.5e-05,0.0,1.0
100013718.0,0.5,9e-06,0.0,1.0
100013719.0,0.5,5e-06,0.0,1.0
100013720.0,0.5,2e-06,0.0,1.0
100013721.0,0.5,0.0,0.0,1.0
100013722.0,0.5,-2e-06,0.0,1.0
100013723.0,0.5,-1.3e-05,0.0,1.0
100013724.0,0.5,5e-05,0.0,1.0
100013725.0,0.5,5.1e-05,0.0,1.0
100013726.0,0.5,-8.1e-05,0.0,1.0
100013727.0,0.5,-8.1e-05,0.0,1.0
100013728.0,0.5,-4.5e-05,0.0,1.0
100013729.0,0.5,-5.4e-05,0.0,1.0
100013730.0,0.5,2.5e-05,0.0,1.0
100013731.0,0.5,5.2e-05,0.0,1.0
100013732.0,0.5,-5.7e-05,0.0,1.0
100013733.0,0.5,-0.000102,0.0,1.0
100013734.0,1.0,-7.7e-05,0.0,1.0
100013735.0,1.0,-4e-05,0.0,1.0
100013736.0,1.0,1.2e-05,0.0,1.0
100013737.0,0.5,-1.5e-05,0.0,1.0
100013738.0,0.5,-1.7e-05,0.0,1.0
100013739.0,0.5,-1.7e-05,0.0,1.0
100013740.0,0.5,-1.9e-05,0.0,1.0
100013741.0,0.5,-2.6e-05,0.0,1.0
100013742.0,0.5,-2.2e-05,0.0,1.0
100013743.0,0.5,-1.2e-05,0.0,1.0
100013744.0,0.5,-7e-06,0.0,1.0
100013745.0,0.5,-9.1e-05,0.0,1.0
100013746.0,0.5,-9.1e-05,0.0,1.0
100013747.0,0.5,5.7e-05,0.0,1.0
100013748.0,0.5,6.8e-05,0.0,1.0
100013749.0,0.5,3.2e-05,0.0,1.0
100013750.0,0.5,3.2e-05,0.0,1.0
100013751.0,1.0,-5.5e-05,0.0,1.0
100013752.0,1.0,-5.5e-05,0.0,1.0
100013753.0,0.5,-0.000119,0.0,1.0
100013754.0,0.5,-0.0001,0.0,1.0
100013755.0,0.5,-8.7e-05,0.0,1.0
100013756.0,0.5,-4.5e-05,0.0,1.0
100013757.0,0.5,-3.4e-05,0.0,1.0
100013758.0,0.5,-1.8e-05,0.0,1.0
100013759.0,0.5,4.1e-05,0.0,1.0
100013760.0,0.5,-6e-06,0.0,1.0
100013761.0,0.5,-2.9e-05,0.0,1.0
100013762.0,0.5,-1.6e-05,0.0,1.0
100013764.0,0.5,-4.4e-05,0.0,1.0
100013766.0,1.0,2.4e-05,0.0,1.0
100013767.0,1.0,2e-05,0.0,1.0
100013768.0,0.5,2.2e-05,0.0,1.0
100013769.0,0.5,1.5e-05,0.0,1.0
100013770.0,0.5,4e-06,0.0,1.0
100013771.0,0.5,-1.6e-05,0.0,1.0
100013772.0,0.5,-1.7e-05,0.0,1.0
100013773.0,0.5,-2.1e-05,0.0,1.0
100013774.0,0.5,-1.9e-05,0.0,1.0
100013775.0,0.5,-1.3e-05,0.0,1.0
100013776.0,0.5,2e-06,0.0,1.0
100013777.0,0.5,1.5e-05,0.0,1.0
100013778.0,0.5,6.1e-05,0.0,1.0
100013779.0,0.5,3.2e-05,0.0,1.0
100013780.0,0.5,-9e-06,0.0,1.0
100013781.0,0.5,6e-06,0.0,1.0
100013783.0,0.5,-3.1e-05,0.0,1.0
100013784.0,0.5,-0.000187,0.0,1.0
100013785.0,0.5,-0.000156,0.0,1.0
100013786.0,1.0,-7.7e-05,0.0,1.0
100013787.0,1.0,-7.7e-05,0.0,1.0
100013788.0,1.0,-1.4e-05,0.0,1.0
100013789.0,0.5,-1.6e-05,0.0,1.0
100013790.0,0.5,-1.6e-05,0.0,1.0
100013791.0,0.5,-1.7e-05,0.0,1.0
100013792.0,0.5,-2e-05,0.0,1.0
100013793.0,0.5,-2e-05,0.0,1.0
100013794.0,0.5,-2e-05,0.0,1.0
100013795.0,0.5,-1.4e-05,0.0,1.0
100013796.0,0.5,-4.3e-05,0.0,1.0
100013797.0,0.5,-4.3e-05,0.0,1.0
100013798.0,0.5,6.5e-05,0.0,1.0
100013799.0,0.5,6.5e-05,0.0,1.0
100013800.0,0.5,-0.0001,0.0,1.0
100013801.0,0.5,4.2e-05,0.0,1.0
100013803.0,1.0,0.000106,0.0,1.0
100013806.0,1.0,3e-06,0.0,1.0
100013807.0,0.5,2.6e-05,0.0,1.0
100013808.0,0.5,1.1e-05,0.0,1.0
100013809.0,0.5,1.1e-05,0.0,1.0
100013810.0,0.5,4e-06,0.0,1.0
100013812.0,0.5,1e-06,0.0,1.0
100013813.0,0.5,-2e-06,0.0,1.0
100013814.0,0.5,0.0,0.0,1.0
100013815.0,0.5,1e-06,0.0,1.0
100013816.0,0.5,6.8e-05,0.0,1.0
100013818.0,0.5,1e-05,0.0,1.0
100013819.0,0.5,2.1e-05,0.0,1.0
100013820.0,0.5,1.6e-05,0.0,1.0
100013821.0,0.5,-0.000154,0.0,1.0
100013822.0,0.5,-0.00014,0.0,1.0
100013823.0,1.0,-0.000104,0.0,1.0
100013824.0,1.0,-7.9e-05,0.0,1.0
100013825.0,1.0,2e-06,0.0,1.0
100013826.0,0.5,2.3e-05,0.0,1.0
100013827.0,0.5,8e-06,0.0,1.0
100013828.0,0.5,5e-06,0.0,1.0
100013829.0,0.5,7e-06,0.0,1.0
100013830.0,0.5,3e-05,0.0,1.0
100013831.0,0.5,4.6e-05,0.0,1.0
100013832.0,0.5,6.3e-05,0.0,1.0
100013833.0,0.5,7.8e-05,0.0,1.0
100013836.0,0.5,2.1e-05,0.0,1.0
100013837.0,0.5,0.000149,0.0,1.0
100013838.0,0.5,5.9e-05,0.0,1.0
100013839.0,0.0,-1.5e-05,1.0,1.0
100013840.0,0.0,-0.000235,1.0,1.0
100013841.0,0.0,-0.000931,1.0,1.0
100013842.0,0.0,-0.001344,1.0,1.0
100013843.0,0.0,-0.001344,1.0,1.0
100013844.0,0.0,-0.001299,1.0,1.0
100013845.0,0.0,-0.001299,1.0,1.0
100013846.0,0.0,-0.001277,1.0,1.0
100013847.0,0.0,-0.001277,1.0,1.0
100013847.0,0.0,-0.001277,1.0,1.0
100013850.0,0.0,-0.001277,1.0,1.0
100013852.0,0.0,-0.001274,1.0,1.0
100013854.0,0.0,-0.001274,1.0,1.0
100013855.0,0.0,-0.001274,1.0,1.0
100013856.0,0.0,-0.001275,1.0,1.0
100013858.0,0.0,-0.001275,1.0,1.0
100013859.0,0.0,-0.001275,1.0,1.0
100013860.0,0.0,-0.001275,1.0,1.0
100013861.0,0.0,-0.001275,1.0,1.0
100013862.0,0.0,-0.001275,1.0,1.0
100013863.0,0.0,-0.001275,1.0,1.0
100013864.0,0.0,0.0,0.0,1.0
100013865.0,0.0,0.0,0.0,1.0
100013866.0,0.0,0.0,0.0,1.0
100013867.0,0.0,0.0,0.0,1.0
100013868.0,0.0,0.0,0.0,1.0
100013869.0,0.0,0.0,0.0,1.0
100013870.0,1.0,0.0,0.0,1.0
100013871.0,1.0,0.0,0.0,1.0
100013872.0,1.0,0.0,0.0,1.0
100013874.0,1.0,0.0,0.0,1.0
100013875.0,1.0,0.0,0.0,1.0
100013876.0,1.0,0.0,0.0,1.0
100013877.0,1.0,0.0,0.0,1.0
100013878.0,1.0,0.0,0.0,1.0
100013879.0,1.0,0.0,0.0,1.0
100013880.0,1.0,0.0,0.0,1.0
100013882.0,1.0,0.0,0.0,1.0
100013883.0,1.0,0.0,0.0,1.0
100013884.0,1.0,0.0,0.0,1.0
100013885.0,1.0,0.0,0.0,1.0
100013886.0,1.0,0.0,0.0,1.0
100013887.0,1.0,0.0,0.0,0.0
100013888.0,1.0,0.0,0.0,0.0
100013889.0,1.0,0.0,0.0,0.0
100013891.0,1.0,0.0,0.0,0.0
100013893.0,1.0,0.0,0.0,2.0
100013895.0,1.0,0.0,0.0,2.0
100013895.0,1.0,0.0,0.0,2.0
100013896.0,1.0,0.0,0.0,2.0
100013897.0,1.0,0.0,0.0,2.0
100013898.0,1.0,0.0,0.0,2.0
100013900.0,1.0,0.0,0.0,2.0
100013902.0,1.0,0.0,0.0,2.0
100013903.0,1.0,0.0,0.0,2.0
100013904.0,1.0,0.0,0.0,2.0
100013905.0,1.0,0.0,0.0,2.0
100013906.0,1.0,0.0,0.0,2.0
100013907.0,1.0,0.0,0.0,2.0
100013908.0,1.0,0.0,0.0,2.0
100013909.0,1.0,0.0,0.0,0.0
100013910.0,1.0,0.0,0.0,0.0
100013912.0,1.0,0.0,0.0,0.0
100013914.0,1.0,0.0,0.0,3.0
100013916.0,1.0,0.0,0.0,3.0
100013917.0,0.0,0.0,0.0,3.0
100013918.0,0.0,0.0,0.0,3.0
100013919.0,0.0,0.0,0.0,3.0
100013921.0,0.0,0.0,0.0,3.0
100013922.0,0.0,0.0,0.0,3.0
100013923.0,0.0,0.0,0.0,3.0
100013924.0,0.0,0.0,0.0,3.0
100013925.0,0.0,0.0,0.0,3.0
100013926.0,0.0,-0.010828,1.0,3.0
100013927.0,0.0,-0.00835,1.0,3.0
100013928.0,0.0,0.000765,1.0,3.0
100013929.0,0.0,0.003601,1.0,3.0
100013930.0,0.0,0.006157,1.0,3.0
100013931.0,0.5,0.006043,0.0,3.0
100013932.0,0.5,0.00524,0.0,3.0
100013933.0,0.5,0.004683,0.0,0.0
100013934.0,0.5,0.003916,0.0,0.0
100013935.0,0.5,0.002694,0.0,0.0
100013937.0,0.5,0.002197,0.0,0.0
100013938.0,0.5,0.001707,0.0,0.0
100013939.0,0.5,0.001707,0.0,0.0
100013940.0,0.5,0.001036,0.0,2.0
100013941.0,0.5,0.001036,0.0,2.0
100013942.0,0.5,0.000685,0.0,2.0
100013943.0,0.5,0.000685,0.0,2.0
100013944.0,0.5,0.000447,0.0,2.0
100013945.0,0.5,0.000373,0.0,2.0
100013946.0,0.5,0.000241,0.0,2.0
100013947.0,0.5,0.000164,0.0,2.0
100013948.0,0.5,0.000156,0.0,2.0
100013950.0,0.5,0.00012,0.0,2.0
100013952.0,0.5,8.7e-05,0.0,2.0
100013953.0,0.5,7e-05,0.0,2.0
100013954.0,0.5,6.2e-05,0.0,2.0
100013955.0,0.5,4.1e-05,0.0,2.0
100013957.0,0.5,-1.7e-05,0.0,0.0
100013958.0,0.5,3e-06,0.0,0.0
100013959.0,0.5,3e-06,0.0,0.0
100013960.0,0.5,-1.1e-05,0.0,0.0
100013961.0,0.5,-1.1e-05,0.0,0.0
100013962.0,0.5,1.5e-05,0.0,1.0
100013963.0,0.5,1.5e-05,0.0,1.0
100013964.0,0.5,5.5e-05,0.0,1.0
100013965.0,0.5,0.000142,0.0,1.0
100013966.0,1.0,0.000124,0.0,1.0
100013967.0,1.0,9.6e-05,0.0,1.0
100013968.0,1.0,5.2e-05,0.0,1.0
100013969.0,1.0,5.2e-05,0.0,1.0
100013970.0,1.0,1e-06,0.0,1.0
100013971.0,0.5,-1e-06,0.0,1.0
100013972.0,0.5,-6e-06,0.0,1.0
100013973.0,0.5,4e-06,0.0,1.0
100013974.0,0.5,3e-06,0.0,1.0
100013976.0,0.5,1.2e-05,0.0,1.0
100013979.0,0.5,1.3e-05,0.0,1.0
100013980.0,0.5,1e-05,0.0,1.0
100013983.0,0.5,4e-06,0.0,1.0
100013984.0,0.5,2.9e-05,0.0,1.0
100013985.0,0.5,-5.6e-05,0.0,1.0
100013986.0,0.5,0.00011,0.0,1.0
100013987.0,0.5,8.8e-05,0.0,1.0
100013989.0,0.5,-1.2e-05,0.0,1.0
100013990.0,0.5,-3e-05,0.0,1.0
100013991.0,1.0,2.8e-05,0.0,1.0
100013992.0,1.0,-5.9e-05,0.0,1.0
100013993.0,1.0,4e-06,0.0,1.0
100013994.0,0.5,-3e-05,0.0,1.0
100013995.0,0.5,-3e-05,0.0,1.0
100013996.0,0.5,-2.6e-05,0.0,1.0
100013997.0,0.5,-1.8e-05,0.0,1.0
100013998.0,0.5,-1.9e-05,0.0,1.0
100013999.0,0.5,-2e-05,0.0,1.0
100014002.0,0.5,-1e-06,0.0,1.0
100014003.0,0.5,5.2e-05,0.0,1.0
100014004.0,0.5,1.7e-05,0.0,1.0
100014005.0,0.5,1.7e-05,0.0,1.0
100014006.0,0.5,-0.000108,0.0,1.0
100014007.0,0.5,-2.7e-05,0.0,1.0
100014008.0,0.5,-2.7e-05,0.0,1.0
100014009.0,0.5,0.00011,0.0,1.0
100014011.0,1.0,-0.000107,0.0,1.0
100014012.0,0.5,-6.3e-05,0.0,1.0
100014013.0,0.5,-9e-06,0.0,1.0
100014015.0,0.5,-5e-06,0.0,1.0
100014016.0,0.5,-5e-06,0.0,1.0
100014018.0,0.5,-3.2e-05,0.0,1.0
100014019.0,0.5,5e-06,0.0,1.0
100014020.0,0.5,-0.000103,0.0,1.0
100014022.0,0.5,-0.0001,0.0,1.0
100014023.0,0.5,-1.8e-05,0.0,1.0
100014024.0,0.5,-0.000108,0.0,1.0
100014025.0,0.5,-0.000108,0.0,1.0
100014026.0,0.5,2.4e-05,0.0,1.0
100014028.0,0.5,-8.9e-05,0.0,1.0
100014029.0,1.0,-6e-05,0.0,1.0
100014030.0,1.0,-1.5e-05,0.0,1.0
100014031.0,1.0,7e-05,0.0,1.0
100014032.0,0.5,4e-06,0.0,1.0
100014033.0,0.5,-8e-06,0.0,1.0
100014034.0,0.5,-9e-06,0.0,1.0
100014035.0,0.5,-9e-06,0.0,1.0
100014037.0,0.5,-2.4e-05,0.0,1.0
100014038.0,0.5,-2.2e-05,0.0,1.0
100014039.0,0.5,-1.9e-05,0.0,1.0
100014041.0,0.5,-2.4e-05,0.0,1.0
100014042.0,0.5,-1.1e-05,0.0,1.0
100014043.0,0.5,4.4e-05,0.0,1.0
100014044.0,0.5,4.9e-05,0.0,1.0
100014045.0,0.5,-0.000122,0.0,1.0
100014046.0,0.5,-6e-06,0.0,1.0
100014048.0,0.5,-1.7e-05,0.0,1.0
100014049.0,0.5,-3.8e-05,0.0,1.0
100014050.0,0.5,-7.7e-05,0.0,1.0
100014051.0,0.5,-8.8e-05,0.0,1.0
100014052.0,0.5,-7.5e-05,0.0,1.0
100014053.0,0.5,2.9e-05,0.0,1.0
100014055.0,0.5,5.1e-05,0.0,1.0
100014056.0,0.5,1.7e-05,0.0,1.0
100014057.0,0.5,1.7e-05,0.0,1.0
100014058.0,0.5,5e-06,0.0,1.0
100014059.0,1.0,-1.7e-05,0.0,1.0
100014060.0,0.5,-8.9e-05,0.0,1.0
100014061.0,0.5,-6.4e-05,0.0,1.0
100014062.0,0.5,-6.4e-05,0.0,1.0
100014063.0,0.5,-5.9e-05,0.0,1.0
100014064.0,0.5,-7e-05,0.0,1.0
100014065.0,0.5,-6.9e-05,0.0,1.0
100014066.0,0.5,-5e-05,0.0,1.0
100014067.0,0.5,-5e-05,0.0,1.0
100014068.0,0.5,-3.1e-05,0.0,1.0
100014069.0,0.5,-3.1e-05,0.0,1.0
100014070.0,0.5,-1.4e-05,0.0,1.0
100014071.0,0.5,6.1e-05,0.0,1.0
100014072.0,0.5,-1.6e-05,0.0,1.0
100014073.0,0.5,5.5e-05,0.0,1.0
100014074.0,0.5,-6.9e-05,0.0,1.0
100014075.0,0.5,6.3e-05,0.0,1.0
100014076.0,1.0,5.4e-05,0.0,1.0
100014077.0,0.5,-0.000125,0.0,1.0
100014078.0,0.5,-0.000125,0.0,1.0
100014079.0,0.5,-7.2e-05,0.0,1.0
100014081.0,0.5,-5.5e-05,0.0,1.0
100014082.0,0.5,-4.1e-05,0.0,1.0
100014085.0,0.5,6.8e-05,0.0,1.0
100014086.0,0.5,5.5e-05,0.0,1.0
100014087.0,0.5,5.5e-05,0.0,1.0
100014088.0,0.5,2.1e-05,0.0,1.0
100014089.0,0.5,-6.9e-05,0.0,1.0
100014091.0,0.5,-8.8e-05,0.0,1.0
100014092.0,0.5,-6.8e-05,0.0,1.0
100014093.0,0.5,-6.8e-05,0.0,1.0
100014094.0,0.5,-4.9e-05,0.0,1.0
100014095.0,0.5,-2e-05,0.0,1.0
100014096.0,1.0,-8.2e-05,0.0,1.0
100014097.0,1.0,-8.2e-05,0.0,1.0
100014099.0,0.5,-8.1e-05,0.0,1.0
100014100.0,0.5,-7.7e-05,0.0,1.0
100014101.0,0.5,-7.7e-05,0.0,1.0
100014102.0,0.5,-0.000143,0.0,1.0
100014103.0,0.5,-0.000143,0.0,1.0
100014104.0,0.5,-0.000112,0.0,1.0
100014105.0,0.5,-0.000112,0.0,1.0
100014106.0,0.5,-0.000112,0.0,1.0
100014107.0,0.5,-0.000114,0.0,1.0
100014108.0,0.5,1.7e-05,0.0,1.0
100014109.0,0.0,-3.1e-05,1.0,1.0
100014110.0,0.0,-3.1e-05,1.0,1.0
100014111.0,0.0,-0.000114,1.0,1.0
100014113.0,0.0,-0.00116,1.0,1.0
100014114.0,0.0,-0.001087,1.0,1.0
100014115.0,0.0,-0.001061,1.0,1.0
100014116.0,0.0,-0.001062,1.0,1.0
100014117.0,0.0,-0.001062,1.0,1.0
100014118.0,0.0,-0.001062,1.0,1.0
100014119.0,0.0,-0.001062,1.0,1.0
100014120.0,0.0,-0.001062,1.0,1.0
100014121.0,0.0,-0.001062,1.0,1.0
100014122.0,0.0,-0.00106,1.0,1.0
100014123.0,0.0,-0.00106,1.0,1.0
100014124.0,0.0,-0.001059,1.0,1.0
100014125.0,0.0,-0.001059,1.0,1.0
100014126.0,0.0,-0.001059,1.0,1.0
100014127.0,0.0,-0.001058,1.0,1.0
100014128.0,0.0,-0.001058,1.0,1.0
100014129.0,0.0,-0.001058,1.0,1.0
100014130.0,0.0,-0.001055,1.0,1.0
100014131.0,0.0,-0.001055,1.0,1.0
100014132.0,1.0,-0.001055,0.0,1.0
100014133.0,1.0,-0.000924,0.0,1.0
100014134.0,1.0,-0.000924,0.0,1.0
100014135.0,1.0,-0.001056,0.0,1.0
100014136.0,1.0,-0.001004,0.0,1.0
100014137.0,1.0,-0.000983,0.0,1.0
100014138.0,0.0,0.0,0.0,1.0
100014139.0,0.0,0.0,0.0,1.0
100014140.0,0.0,0.0,0.0,1.0
100014141.0,0.0,0.0,0.0,1.0
100014143.0,0.0,0.0,0.0,1.0
100014144.0,0.0,0.0,0.0,1.0
100014145.0,0.0,0.0,0.0,1.0
100014146.0,0.0,0.0,0.0,1.0
100014147.0,0.0,0.0,0.0,1.0
100014148.0,0.0,0.0,0.0,1.0
100014149.0,0.0,0.0,0.0,1.0
100014150.0,0.0,0.0,0.0,1.0
100014151.0,0.0,0.0,0.0,1.0
100014152.0,0.0,0.0,0.0,1.0
100014153.0,0.0,0.0,0.0,1.0
100014154.0,0.0,0.0,0.0,1.0
100014155.0,0.0,0.0,0.0,1.0
100014156.0,0.0,0.0,0.0,1.0
100014157.0,0.0,0.0,0.0,1.0
100014158.0,0.0,0.0,0.0,1.0
100014159.0,0.0,0.0,0.0,1.0
100014162.0,0.0,0.0,0.0,1.0
100014163.0,0.0,0.0,0.0,1.0
100014164.0,0.0,0.0,0.0,1.0
100014165.0,0.0,0.0,0.0,1.0
100014167.0,0.0,0.0,0.0,1.0
100014168.0,0.0,0.0,0.0,1.0
100014169.0,0.0,0.0,0.0,1.0
100014170.0,0.0,0.0,0.0,1.0
100014171.0,0.0,0.0,0.0,1.0
100014172.0,0.0,0.0,0.0,1.0
100014173.0,1.0,0.0,0.0,1.0
100014175.0,1.0,0.0,0.0,1.0
100014176.0,1.0,0.0,0.0,1.0
100014177.0,1.0,0.0,0.0,1.0
100014178.0,1.0,0.0,0.0,1.0
100014179.0,1.0,0.0,0.0,1.0
100014180.0,1.0,0.0,0.0,1.0
100014181.0,1.0,0.0,0.0,1.0
100014182.0,1.0,0.0,0.0,1.0
100014183.0,1.0,0.0,0.0,1.0
100014184.0,1.0,0.0,0.0,1.0
100014185.0,1.0,0.0,0.0,1.0
100014186.0,1.0,0.0,0.0,1.0
100014188.0,1.0,0.0,0.0,1.0
100014190.0,1.0,0.0,0.0,1.0
100014191.0,1.0,0.0,0.0,1.0
100014192.0,1.0,0.0,0.0,1.0
100014193.0,1.0,0.0,0.0,0.0
100014194.0,1.0,0.0,0.0,0.0
100014195.0,1.0,0.0,0.0,0.0
100014197.0,1.0,0.0,0.0,0.0
100014198.0,1.0,0.0,0.0,2.0
100014199.0,1.0,0.0,0.0,2.0
100014201.0,1.0,0.0,0.0,2.0
100014200.0,1.0,0.0,0.0,2.0
100014202.0,1.0,0.0,0.0,2.0
100014203.0,1.0,0.0,0.0,2.0
100014204.0,0.0,0.0,0.0,2.0
100014205.0,0.0,0.0,0.0,2.0
100014206.0,0.0,0.0,0.0,2.0
100014207.0,0.0,0.0,0.0,2.0
100014209.0,0.0,0.0,0.0,2.0
100014210.0,0.0,0.0,0.0,2.0
100014211.0,0.0,0.0,0.0,2.0
100014212.0,0.0,0.0,0.0,2.0
100014213.0,0.0,0.0,0.0,2.0
100014215.0,0.0,0.0,0.0,2.0
100014216.0,0.0,0.0,0.0,0.0
100014217.0,0.0,0.0,0.0,0.0
100014218.0,0.0,0.0,0.0,0.0
100014219.0,0.0,0.0,0.0,0.0
100014220.0,0.0,0.0,0.0,1.0
100014221.0,0.0,0.0,0.0,1.0
100014222.0,0.0,0.0,0.0,1.0
100014223.0,0.0,0.0,0.0,1.0
100014224.0,0.0,0.0,0.0,1.0
100014225.0,0.0,0.0,0.0,1.0
100014226.0,1.0,0.217344,0.0,1.0
100014227.0,1.0,0.114111,0.0,1.0
100014228.0,1.0,0.097225,0.0,1.0
100014229.0,1.0,0.097225,0.0,1.0
100014230.0,1.0,0.074484,0.0,1.0
100014231.0,1.0,0.074484,0.0,1.0
100014232.0,1.0,0.064474,0.0,1.0
100014233.0,1.0,0.059195,0.0,1.0
100014234.0,1.0,-0.020797,0.0,1.0
100014235.0,1.0,-0.026312,0.0,1.0
100014236.0,1.0,-0.023719,0.0,1.0
100014237.0,0.5,-0.044635,0.0,1.0
100014238.0,0.5,-0.041792,0.0,1.0
100014240.0,0.5,-0.028844,0.0,1.0
100014241.0,0.5,-0.028844,0.0,1.0
100014242.0,0.5,-0.038467,0.0,1.0
100014243.0,0.5,-0.026718,0.0,1.0
100014244.0,0.5,-0.043505,0.0,1.0
100014245.0,0.5,-0.043505,0.0,1.0
100014246.0,0.5,-0.031796,0.0,1.0
100014247.0,0.5,-0.027042,0.0,1.0
100014248.0,0.5,-0.027042,0.0,1.0
100014249.0,0.5,-0.048699,0.0,1.0
100014250.0,0.5,-0.043061,0.0,1.0
100014251.0,0.5,-0.036258,0.0,1.0
100014252.0,0.5,-0.029626,0.0,1.0
100014253.0,0.5,-0.050223,0.0,1.0
100014254.0,0.5,-0.050223,0.0,1.0
100014255.0,0.5,-0.043591,0.0,1.0
100014256.0,0.5,-0.036196,0.0,1.0
100014257.0,0.5,-0.057884,0.0,1.0
100014258.0,0.5,-0.051302,0.0,1.0
100014259.0,0.5,-0.044241,0.0,1.0
100014260.0,0.5,-0.038529,0.0,1.0
100014261.0,1.0,-0.058749,0.0,1.0
100014262.0,1.0,-0.052614,0.0,1.0
100014263.0,1.0,-0.052614,0.0,1.0
100014264.0,0.5,-0.040467,0.0,1.0
100014265.0,0.5,-0.061384,0.0,1.0
100014266.0,0.5,-0.057308,0.0,1.0
100014267.0,0.5,-0.04902,0.0,1.0
